READYTOLEARN_WLE_CA,0,"`""Lowest to 20%""', modify"
READYTOLEARN_WLE_CA,1,"`""More than 0.2 to 40%""', modify"
READYTOLEARN_WLE_CA,2,"`""More than 0.4 to 60%""', modify"
READYTOLEARN_WLE_CA,3,"`""More than 0.6 to 80%""', modify"
READYTOLEARN_WLE_CA,4,"`""More than 80%""', modify"
READYTOLEARN_WLE_CA,5,"`""All zero response""', modify"
LEARNATWORK_WLE_CA,0,"`""Lowest to 20%""', modify"
LEARNATWORK_WLE_CA,1,"`""More than 0.2 to 40%""', modify"
LEARNATWORK_WLE_CA,2,"`""More than 0.4 to 60%""', modify"
LEARNATWORK_WLE_CA,3,"`""More than 0.6 to 80%""', modify"
LEARNATWORK_WLE_CA,4,"`""More than 80%""', modify"
LEARNATWORK_WLE_CA,5,"`""Reported directly""', modify"
EARNFLAG,1,"`""Earnings and/or bonuses imputed""', modify"
EARNFLAG,2,"`""Lowest decile""', modify"
EARNMTHALLDCL,1,"`""9th decile""', modify"
EARNMTHALLDCL,2,"`""8th decile""', modify"
EARNMTHALLDCL,3,"`""7th decile""', modify"
EARNMTHALLDCL,4,"`""6th decile""', modify"
EARNMTHALLDCL,5,"`""5th decile""', modify"
EARNMTHALLDCL,6,"`""4th decile""', modify"
EARNMTHALLDCL,7,"`""3rd decile""', modify"
EARNMTHALLDCL,8,"`""2nd decile""', modify"
EARNMTHALLDCL,9,"`""Highest decile""', modify"
EARNMTHALLDCL,10,"`""Lowest decile""', modify"
EARNHRBONUSDCL,1,"`""9th decile""', modify"
EARNHRBONUSDCL,2,"`""8th decile""', modify"
EARNHRBONUSDCL,3,"`""7th decile""', modify"
EARNHRBONUSDCL,4,"`""6th decile""', modify"
EARNHRBONUSDCL,5,"`""5th decile""', modify"
EARNHRBONUSDCL,6,"`""4th decile""', modify"
EARNHRBONUSDCL,7,"`""3rd decile""', modify"
EARNHRBONUSDCL,8,"`""2nd decile""', modify"
EARNHRBONUSDCL,9,"`""Highest decile""', modify"
EARNHRBONUSDCL,10,"`""Lowest decile""', modify"
EARNHRDCL,1,"`""9th decile""', modify"
EARNHRDCL,2,"`""8th decile""', modify"
EARNHRDCL,3,"`""7th decile""', modify"
EARNHRDCL,4,"`""6th decile""', modify"
EARNHRDCL,5,"`""5th decile""', modify"
EARNHRDCL,6,"`""4th decile""', modify"
EARNHRDCL,7,"`""3rd decile""', modify"
EARNHRDCL,8,"`""2nd decile""', modify"
EARNHRDCL,9,"`""Highest decile""', modify"
EARNHRDCL,10,"`""Skilled occupations""', modify"
ISCOSKIL4,1,"`""Semi-skilled white-collar occupations""', modify"
ISCOSKIL4,2,"`""Semi-skilled blue-collar occupations""', modify"
ISCOSKIL4,3,"`""Elementary occupations""', modify"
ISCOSKIL4,4,"`""Has not had paid work in past 5 years""', modify"
PAIDWORK5,0,"`""Has had paid work in past 5 years""', modify"
PAIDWORK5,1,"`""Has not had paid work during the 12 months preceding the survey""', modify"
PAIDWORK12,0,"`""Has had paid work during the 12 months preceding the survey""', modify"
PAIDWORK12,1,"`""Has had paid work""', modify"
NOPAIDWORKEVER,0,"`""Has not has paid work ever""', modify"
NOPAIDWORKEVER,1,"`""Employed or participated in education or training in last 12 months""', modify"
NEET,0,"`""Not currently employed and did not participate in education or training in last"
NEET,1,"`""In education only""', modify"
EDWORK,1,"`""In education and work""', modify"
EDWORK,2,"`""In work only""', modify"
EDWORK,3,"`""Not in education or work but has participated in education or training in"
EDWORK,4,"`""Not in education or work and has not participated in education or training"
EDWORK,5,"`""Did not participate in formal or non-formal AET""', modify"
FNFAET12,0,"`""Participated in formal and/or non-formal AET""', modify"
FNFAET12,1,"`""Did not participate in NFE""', modify"
NFE12,0,"`""Participated in NFE""', modify"
NFE12,1,"`""Did not participate in FE for NJR reasons""', modify"
FAET12NJR,0,"`""Participated in FE for NJR reasons""', modify"
FAET12NJR,1,"`""Did not participate in formal AET for JR reasons""', modify"
FAET12JR,0,"`""Participated in formal AET for JR reasons""', modify"
FAET12JR,1,"`""Did not participate in formal AET""', modify"
FAET12,0,"`""Participated in formal AET""', modify"
FAET12,1,"`""Excluded from AET population""', modify"
AETPOP,0,"`""AET population""', modify"
AETPOP,1,"`""Did not participate in FE""', modify"
FE12,0,"`""Participated in FE""', modify"
FE12,1,"`""Completed ISCED 3 or is still in education, aged 16 to 24""', modify"
LEAVER1624,0,"`""Not in education, did not complete ISCED 3, aged 16 to 24""', modify"
LEAVER1624,1,"`""Lower secondary or less (ISCED 1,2, 3C short or less) ', modify"
EDCAT6,1,"`""Upper secondary (ISCED 3A-B, C long)""', modify"
EDCAT6,2,"`""Post-secondary, non-tertiary (ISCED 4A-B-C)""', modify"
EDCAT6,3,"`""Tertiary – professional degree (ISCED 5B)""', modify"
EDCAT6,4,"`""Tertiary – bachelor degree (ISCED 5A)""', modify"
EDCAT6,5,"`""Tertiary – master/research degree (ISCED 5A/6)""', modify"
EDCAT6,6,"`""Tertiary - bachelor/master/research degree (ISCED 5A/6)""', modify"
EDCAT6,7,"`""Primary or less (ISCED 1 or less)""', modify"
EDCAT7,1,"`""Lower secondary (ISCED 2, ISCED 3C short)""', modify"
EDCAT7,2,"`""Upper secondary (ISCED 3A-B, C long)""', modify"
EDCAT7,3,"`""Post-secondary, non-tertiary (ISCED 4A-B-C)""', modify"
EDCAT7,4,"`""Tertiary – professional degree (ISCED 5B)""', modify"
EDCAT7,5,"`""Tertiary – bachelor degree (ISCED 5A)""', modify"
EDCAT7,6,"`""Tertiary – master/research degree (ISCED 5A/6) ', modify"
EDCAT7,7,"`""Tertiary - bachelor/master/research degree (ISCED 5A/6)""', modify"
EDCAT7,8,"`""Primary or less (ISCED 1 or less)""', modify"
EDCAT8,1,"`""Lower secondary (ISCED 2, ISCED 3C short)""', modify"
EDCAT8,2,"`""Upper secondary (ISCED 3A-B, C long)""', modify"
EDCAT8,3,"`""Post-secondary, non-tertiary (ISCED 4A-B-C)""', modify"
EDCAT8,4,"`""Tertiary – professional degree (ISCED 5B)""', modify"
EDCAT8,5,"`""Tertiary – bachelor degree (ISCED 5A)""', modify"
EDCAT8,6,"`""Tertiary – master degree (ISCED 5A)""', modify"
EDCAT8,7,"`""Tertiary – research degree (ISCED 6)""', modify"
EDCAT8,8,"`""Tertiary - bachelor/master/research degree (ISCED 5A/6)""', modify"
EDCAT8,9,"`""24 or less""', modify"
AGEG10LFS_T,1,"`""25-34""', modify"
AGEG10LFS_T,2,"`""35-44""', modify"
AGEG10LFS_T,3,"`""45-54""', modify"
AGEG10LFS_T,4,"`""55 plus""', modify"
AGEG10LFS_T,5,"`""24 or less""', modify"
AGEG10LFS,1,"`""25-34""', modify"
AGEG10LFS,2,"`""35-44""', modify"
AGEG10LFS,3,"`""45-54""', modify"
AGEG10LFS,4,"`""55 plus""', modify"
AGEG10LFS,5,"`""Aged 16-19""', modify"
AGEG5LFS,1,"`""Aged 20-24""', modify"
AGEG5LFS,2,"`""Aged 25-29""', modify"
AGEG5LFS,3,"`""Aged 30-34""', modify"
AGEG5LFS,4,"`""Aged 35-39""', modify"
AGEG5LFS,5,"`""Aged 40-44""', modify"
AGEG5LFS,6,"`""Aged 45-49""', modify"
AGEG5LFS,7,"`""Aged 50-54""', modify"
AGEG5LFS,8,"`""Aged 55-59""', modify"
AGEG5LFS,9,"`""Aged 60-65""', modify"
AGEG5LFS,10,"`""In host country 5 or fewer years""', modify"
IMYRCAT,1,"`""In host country more than 5 years""', modify"
IMYRCAT,2,"`""Non-immigrants""', modify"
IMYRCAT,3,"`""0-5 years""', modify"
IMYRS_C,1,"`""6-10 years""', modify"
IMYRS_C,2,"`""11-15 years""', modify"
IMYRS_C,3,"`""more than 15 years""', modify"
IMYRS_C,4,"`""1st generation immigrants""', modify"
IMGEN,1,"`""2nd generation immigrants""', modify"
IMGEN,2,"`""Non 1st or 2nd generation immigrants""', modify"
IMGEN,3,"`""Both parents foreign-born""', modify"
IMPAR,1,"`""One parent foreign-born""', modify"
IMPAR,2,"`""Both parents native-born""', modify"
IMPAR,3,"`""Arab States""', modify"
CTRYRGN,1,"`""South and West Asia""', modify"
CTRYRGN,2,"`""Latin America and the Caribbean""', modify"
CTRYRGN,3,"`""Sub-Saharan Africa""', modify"
CTRYRGN,4,"`""East Asia and the Pacific (poorer countries)""', modify"
CTRYRGN,5,"`""Central Asia""', modify"
CTRYRGN,6,"`""East Asia and the Pacific (richer countries)""', modify"
CTRYRGN,7,"`""Central and Eastern Europe""', modify"
CTRYRGN,8,"`""North America and Western Europe""', modify"
CTRYRGN,9,"`""Test language not same as home language""', modify"
HOMLANG,0,"`""Test language same as home language""', modify"
HOMLANG,1,"`""Monolingual or at least bilingual including test language""', modify"
FORBILANG,0,"`""At least bilingual not including test language""', modify"
FORBILANG,1,"`""Monolingual or at least bilingual not including test language""', modify"
NATBILANG,0,"`""At least bilingual including test language""', modify"
NATBILANG,1,"`""Native-born and native-language""', modify"
BORNLANG,1,"`""Native-born and foreign-language""', modify"
BORNLANG,2,"`""Foreign-born and native-language""', modify"
BORNLANG,3,"`""Foreign-born and foreign-language""', modify"
BORNLANG,4,"`""Test language not same as native language""', modify"
NATIVELANG,0,"`""Test language same as native language""', modify"
NATIVELANG,1,"`""Neither parent has attained upper secondary""', modify"
PARED,1,"`""At least one parent has attained secondary and post-secondary, non-tertiary""', modify"
PARED,2,"`""At least one parent has attained tertiary""', modify"
PARED,3,"`""Either native-born or native-language""', modify"
FORBORNLANG,0,"`""Foreign-born and foreign-language""', modify"
FORBORNLANG,1,"`""Arab States""', modify"
HOMLGRGN,1,"`""South and West Asia""', modify"
HOMLGRGN,2,"`""Latin America and the Caribbean""', modify"
HOMLGRGN,3,"`""Sub-Saharan Africa""', modify"
HOMLGRGN,4,"`""East Asia and the Pacific (poorer countries)""', modify"
HOMLGRGN,5,"`""Central Asia""', modify"
HOMLGRGN,6,"`""East Asia and the Pacific (richer countries)""', modify"
HOMLGRGN,7,"`""Central and Eastern Europe""', modify"
HOMLGRGN,8,"`""North America and Western Europe""', modify"
HOMLGRGN,9,"`""Arab States""', modify"
SECLGRGN,1,"`""South and West Asia""', modify"
SECLGRGN,2,"`""Latin America and the Caribbean""', modify"
SECLGRGN,3,"`""Sub-Saharan Africa""', modify"
SECLGRGN,4,"`""East Asia and the Pacific (poorer countries)""', modify"
SECLGRGN,5,"`""Central Asia""', modify"
SECLGRGN,6,"`""East Asia and the Pacific (richer countries)""', modify"
SECLGRGN,7,"`""Central and Eastern Europe""', modify"
SECLGRGN,8,"`""North America and Western Europe""', modify"
SECLGRGN,9,"`""Arab States""', modify"
FIRLGRGN,1,"`""South and West Asia""', modify"
FIRLGRGN,2,"`""Latin America and the Caribbean""', modify"
FIRLGRGN,3,"`""Sub-Saharan Africa""', modify"
FIRLGRGN,4,"`""East Asia and the Pacific (poorer countries)""', modify"
FIRLGRGN,5,"`""Central Asia""', modify"
FIRLGRGN,6,"`""East Asia and the Pacific (richer countries)""', modify"
FIRLGRGN,7,"`""Central and Eastern Europe""', modify"
FIRLGRGN,8,"`""North America and Western Europe""', modify"
FIRLGRGN,9,"`""Arab States""', modify"
BIRTHRGN,1,"`""South and West Asia""', modify"
BIRTHRGN,2,"`""Latin America and the Caribbean""', modify"
BIRTHRGN,3,"`""Sub-Saharan Africa""', modify"
BIRTHRGN,4,"`""East Asia and the Pacific (poorer countries)""', modify"
BIRTHRGN,5,"`""Central Asia""', modify"
BIRTHRGN,6,"`""East Asia and the Pacific (richer countries)""', modify"
BIRTHRGN,7,"`""Central and Eastern Europe""', modify"
BIRTHRGN,8,"`""North America and Western Europe""', modify"
BIRTHRGN,9,"`""Arab States""', modify"
CTRYQUAL,1,"`""South and West Asia""', modify"
CTRYQUAL,2,"`""Latin America and the Caribbean""', modify"
CTRYQUAL,3,"`""Sub-Saharan Africa""', modify"
CTRYQUAL,4,"`""East Asia and the Pacific (poorer countries)""', modify"
CTRYQUAL,5,"`""Central Asia""', modify"
CTRYQUAL,6,"`""East Asia and the Pacific (richer countries)""', modify"
CTRYQUAL,7,"`""Central and Eastern Europe""', modify"
CTRYQUAL,8,"`""North America and Western Europe""', modify"
CTRYQUAL,9,"`""False""', modify"
VET,0,"`""True""', modify"
VET,1,"`""Afghanistan""', modify"
CNT_BRTH,4,"`""Albania""', modify"
CNT_BRTH,8,"`""Algeria""', modify"
CNT_BRTH,12,"`""American Samoa""', modify"
CNT_BRTH,16,"`""Andorra""', modify"
CNT_BRTH,20,"`""Angola""', modify"
CNT_BRTH,24,"`""Antigua and Barbuda""', modify"
CNT_BRTH,28,"`""Azerbaijan""', modify"
CNT_BRTH,31,"`""Argentina""', modify"
CNT_BRTH,32,"`""Australia""', modify"
CNT_BRTH,36,"`""Austria""', modify"
CNT_BRTH,40,"`""Bahamas""', modify"
CNT_BRTH,44,"`""Bahrain""', modify"
CNT_BRTH,48,"`""Bangladesh""', modify"
CNT_BRTH,50,"`""Armenia""', modify"
CNT_BRTH,51,"`""Barbados""', modify"
CNT_BRTH,52,"`""Belgium""', modify"
CNT_BRTH,56,"`""Bermuda""', modify"
CNT_BRTH,60,"`""Bhutan""', modify"
CNT_BRTH,64,"`""Bolivia""', modify"
CNT_BRTH,68,"`""Bosnia and Herzegovina""', modify"
CNT_BRTH,70,"`""Botswana""', modify"
CNT_BRTH,72,"`""Brazil""', modify"
CNT_BRTH,76,"`""Belize""', modify"
CNT_BRTH,84,"`""Solomon Islands""', modify"
CNT_BRTH,90,"`""British Virgin Islands""', modify"
CNT_BRTH,92,"`""Brunei Darussalam""', modify"
CNT_BRTH,96,"`""Bulgaria""', modify"
CNT_BRTH,100,"`""Myanmar""', modify"
CNT_BRTH,104,"`""Burundi""', modify"
CNT_BRTH,108,"`""Belarus""', modify"
CNT_BRTH,112,"`""Cambodia""', modify"
CNT_BRTH,116,"`""Cameroon""', modify"
CNT_BRTH,120,"`""Canada""', modify"
CNT_BRTH,124,"`""Cape Verde""', modify"
CNT_BRTH,132,"`""Cayman Islands""', modify"
CNT_BRTH,136,"`""Central African Republic""', modify"
CNT_BRTH,140,"`""Sri Lanka""', modify"
CNT_BRTH,144,"`""Chad""', modify"
CNT_BRTH,148,"`""Chile""', modify"
CNT_BRTH,152,"`""China""', modify"
CNT_BRTH,156,"`""Colombia""', modify"
CNT_BRTH,170,"`""Comoros""', modify"
CNT_BRTH,174,"`""Mayotte""', modify"
CNT_BRTH,175,"`""Congo""', modify"
CNT_BRTH,178,"`""Democratic Republic of the Congo""', modify"
CNT_BRTH,180,"`""Cook Islands""', modify"
CNT_BRTH,184,"`""Costa Rica""', modify"
CNT_BRTH,188,"`""Croatia""', modify"
CNT_BRTH,191,"`""Cuba""', modify"
CNT_BRTH,192,"`""Cyprus""', modify"
CNT_BRTH,196,"`""Czech Republic""', modify"
CNT_BRTH,203,"`""Benin""', modify"
CNT_BRTH,204,"`""Denmark""', modify"
CNT_BRTH,208,"`""Dominica""', modify"
CNT_BRTH,212,"`""Dominican Republic""', modify"
CNT_BRTH,214,"`""Ecuador""', modify"
CNT_BRTH,218,"`""El Salvador""', modify"
CNT_BRTH,222,"`""Equatorial Guinea""', modify"
CNT_BRTH,226,"`""Ethiopia""', modify"
CNT_BRTH,231,"`""Eritrea""', modify"
CNT_BRTH,232,"`""Estonia""', modify"
CNT_BRTH,233,"`""Faeroe Islands""', modify"
CNT_BRTH,234,"`""Falkland Islands (Malvinas)""', modify"
CNT_BRTH,238,"`""Fiji""', modify"
CNT_BRTH,242,"`""Finland""', modify"
CNT_BRTH,246,"`""Åland Islands""', modify"
CNT_BRTH,248,"`""France""', modify"
CNT_BRTH,250,"`""French Guiana""', modify"
CNT_BRTH,254,"`""French Polynesia""', modify"
CNT_BRTH,258,"`""Djibouti""', modify"
CNT_BRTH,262,"`""Gabon""', modify"
CNT_BRTH,266,"`""Georgia""', modify"
CNT_BRTH,268,"`""Gambia""', modify"
CNT_BRTH,270,"`""Occupied Palestinian Territory""', modify"
CNT_BRTH,275,"`""Germany""', modify"
CNT_BRTH,276,"`""Ghana""', modify"
CNT_BRTH,288,"`""Gibraltar""', modify"
CNT_BRTH,292,"`""Kiribati""', modify"
CNT_BRTH,296,"`""Greece""', modify"
CNT_BRTH,300,"`""Greenland""', modify"
CNT_BRTH,304,"`""Grenada""', modify"
CNT_BRTH,308,"`""Guadeloupe""', modify"
CNT_BRTH,312,"`""Guam""', modify"
CNT_BRTH,316,"`""Guatemala""', modify"
CNT_BRTH,320,"`""Guinea""', modify"
CNT_BRTH,324,"`""Guyana""', modify"
CNT_BRTH,328,"`""Haiti""', modify"
CNT_BRTH,332,"`""Holy See""', modify"
CNT_BRTH,336,"`""Honduras""', modify"
CNT_BRTH,340,"`""Hong Kong Special Administrative Region of China""', modify"
CNT_BRTH,344,"`""Hungary""', modify"
CNT_BRTH,348,"`""Iceland""', modify"
CNT_BRTH,352,"`""India""', modify"
CNT_BRTH,356,"`""Indonesia""', modify"
CNT_BRTH,360,"`""Iran, Islamic Republic of""', modify"
CNT_BRTH,364,"`""Iraq""', modify"
CNT_BRTH,368,"`""Ireland""', modify"
CNT_BRTH,372,"`""Israel""', modify"
CNT_BRTH,376,"`""Italy""', modify"
CNT_BRTH,380,"`""Côte d'Ivoire""', modify"
CNT_BRTH,384,"`""Jamaica""', modify"
CNT_BRTH,388,"`""Japan""', modify"
CNT_BRTH,392,"`""Kazakhstan""', modify"
CNT_BRTH,398,"`""Jordan""', modify"
CNT_BRTH,400,"`""Kenya""', modify"
CNT_BRTH,404,"`""Democratic People's Republic of Korea""', modify"
CNT_BRTH,408,"`""Republic of Korea""', modify"
CNT_BRTH,410,"`""Kuwait""', modify"
CNT_BRTH,414,"`""Kyrgyzstan""', modify"
CNT_BRTH,417,"`""Lao People's Democratic Republic""', modify"
CNT_BRTH,418,"`""Lebanon""', modify"
CNT_BRTH,422,"`""Lesotho""', modify"
CNT_BRTH,426,"`""Latvia""', modify"
CNT_BRTH,428,"`""Liberia""', modify"
CNT_BRTH,430,"`""Libyan Arab Jamahiriya""', modify"
CNT_BRTH,434,"`""Liechtenstein""', modify"
CNT_BRTH,438,"`""Lithuania""', modify"
CNT_BRTH,440,"`""Luxembourg""', modify"
CNT_BRTH,442,"`""Macao Special Administrative Region of China""', modify"
CNT_BRTH,446,"`""Madagascar""', modify"
CNT_BRTH,450,"`""Malawi""', modify"
CNT_BRTH,454,"`""Malaysia""', modify"
CNT_BRTH,458,"`""Maldives""', modify"
CNT_BRTH,462,"`""Mali""', modify"
CNT_BRTH,466,"`""Malta""', modify"
CNT_BRTH,470,"`""Martinique""', modify"
CNT_BRTH,474,"`""Mauritania""', modify"
CNT_BRTH,478,"`""Mauritius""', modify"
CNT_BRTH,480,"`""Mexico""', modify"
CNT_BRTH,484,"`""Monaco""', modify"
CNT_BRTH,492,"`""Mongolia""', modify"
CNT_BRTH,496,"`""Republic of Moldova""', modify"
CNT_BRTH,498,"`""Montenegro""', modify"
CNT_BRTH,499,"`""Montserrat""', modify"
CNT_BRTH,500,"`""Morocco""', modify"
CNT_BRTH,504,"`""Mozambique""', modify"
CNT_BRTH,508,"`""Oman""', modify"
CNT_BRTH,512,"`""Namibia""', modify"
CNT_BRTH,516,"`""Nauru""', modify"
CNT_BRTH,520,"`""Nepal""', modify"
CNT_BRTH,524,"`""Netherlands""', modify"
CNT_BRTH,528,"`""Netherlands Antilles""', modify"
CNT_BRTH,530,"`""Aruba""', modify"
CNT_BRTH,533,"`""New Caledonia""', modify"
CNT_BRTH,540,"`""Vanuatu""', modify"
CNT_BRTH,548,"`""New Zealand""', modify"
CNT_BRTH,554,"`""Nicaragua""', modify"
CNT_BRTH,558,"`""Niger""', modify"
CNT_BRTH,562,"`""Nigeria""', modify"
CNT_BRTH,566,"`""Niue""', modify"
CNT_BRTH,570,"`""Norfolk Island""', modify"
CNT_BRTH,574,"`""Norway""', modify"
CNT_BRTH,578,"`""Northern Mariana Islands""', modify"
CNT_BRTH,580,"`""Micronesia, Federated States of""', modify"
CNT_BRTH,583,"`""Marshall Islands""', modify"
CNT_BRTH,584,"`""Palau""', modify"
CNT_BRTH,585,"`""Pakistan""', modify"
CNT_BRTH,586,"`""Panama""', modify"
CNT_BRTH,591,"`""Papua New Guinea""', modify"
CNT_BRTH,598,"`""Paraguay""', modify"
CNT_BRTH,600,"`""Peru""', modify"
CNT_BRTH,604,"`""Philippines""', modify"
CNT_BRTH,608,"`""Pitcairn""', modify"
CNT_BRTH,612,"`""Poland""', modify"
CNT_BRTH,616,"`""Portugal""', modify"
CNT_BRTH,620,"`""Guinea-Bissau""', modify"
CNT_BRTH,624,"`""Timor-Leste""', modify"
CNT_BRTH,626,"`""Puerto Rico""', modify"
CNT_BRTH,630,"`""Qatar""', modify"
CNT_BRTH,634,"`""Réunion""', modify"
CNT_BRTH,638,"`""Romania""', modify"
CNT_BRTH,642,"`""Russian Federation""', modify"
CNT_BRTH,643,"`""Rwanda""', modify"
CNT_BRTH,646,"`""Saint-Barthélemy""', modify"
CNT_BRTH,652,"`""Saint Helena""', modify"
CNT_BRTH,654,"`""Saint Kitts and Nevis""', modify"
CNT_BRTH,659,"`""Anguilla""', modify"
CNT_BRTH,660,"`""Saint Lucia""', modify"
CNT_BRTH,662,"`""Saint-Martin (French part)""', modify"
CNT_BRTH,663,"`""Saint Pierre and Miquelon""', modify"
CNT_BRTH,666,"`""Saint Vincent and the Grenadines""', modify"
CNT_BRTH,670,"`""San Marino""', modify"
CNT_BRTH,674,"`""Sao Tome and Principe""', modify"
CNT_BRTH,678,"`""Saudi Arabia""', modify"
CNT_BRTH,682,"`""Senegal""', modify"
CNT_BRTH,686,"`""Serbia""', modify"
CNT_BRTH,688,"`""Seychelles""', modify"
CNT_BRTH,690,"`""Sierra Leone""', modify"
CNT_BRTH,694,"`""Singapore""', modify"
CNT_BRTH,702,"`""Slovakia""', modify"
CNT_BRTH,703,"`""Viet Nam""', modify"
CNT_BRTH,704,"`""Slovenia""', modify"
CNT_BRTH,705,"`""Somalia""', modify"
CNT_BRTH,706,"`""South Africa""', modify"
