"b_q02b  `""Education - Current qualification - Level""'"
"b_q02b_c  `""Education - Current Qualification (collapsed, 10 categories)""'"
"b_q02c  `""Education - Current qualification - Area of study""'"
"b_q03a  `""Education - Uncompleted qualification""'"
"b_q03b  `""Education - Uncompleted qualification - Level""'"
"b_q03b_c  `""Education - Uncompleted qualification - Level (collapsed, 10 categories)""'"
"b_q03c1  `""Education - Uncompleted qualification - Age of dropout""'"
"b_q03c1_c  `""Education - Uncompleted qualification - Age of dropout (categorised, 6 categorie""'"
"b_q03c2  `""Education - Uncompleted qualification - Year of dropout""'"
"b_q03d  `""Education - Uncompleted qualification - Month of dropout""'"
"b_d03d  `""Education - Uncompleted qualification - Months elapsed since dropout (DERIVED BY""'"
"b_d03d_c  `""Education - Derived Months elapsed since leaving education without completing pr""'"
"b_q04a  `""Education - Formal qualification""'"
"b_q04b  `""Education - Formal qualification - Count""'"
"b_q04b_c  `""Education - Formal qualification - Count (top-coded at 2)""'"
"b_q05a  `""Education - Formal qualification - Level""'"
"b_q05b  `""Education - Formal qualification - Area of study""'"
"b_q05c  `""Education - Formal qualification - Reason job related""'"
"b_q05c_t  `""Main reason for program of studies (Trend-IALS/ALL)""'"
"b_q10a  `""Education - Formal qualification - Employed""'"
"b_q10b  `""Education - Formal qualification - Employed - Working hours""'"
"b_q10c  `""Education - Formal qualification - Employed - Useful for job""'"
"b_q11  `""Education - Formal qualification - Grant from employer""'"
"b_q12a  `""Activities - Last year - Open or distance education""'"
"b_q12a_t  `""Courses outside of program of studies in last 12 months (Trend-IALS/ALL)""'"
"b_q12b  `""Activities - Last year - Open or distance education - Count""'"
"b_q12c  `""Activities - Last year - On the job training""'"
"b_q12d  `""Activities - Last year - On the job training - Count""'"
"b_q12d_c  `""Activities - Last year - On the job training - Count (top-coded at 5)""'"
"b_q12e  `""Activities - Last year - Seminars or workshops""'"
"b_q12f  `""Activities - Last year - Seminars or workshops - Count""'"
"b_q12f_c  `""Activities - Last year - Seminars or workshops - Count (top-coded at 5)""'"
"b_q12g  `""Activities - Last year - Private lessons""'"
"b_q12h  `""Activities - Last year - Private lessons - Count""'"
"b_q12h_c  `""Activities - Last year - Private lessons - Count (top-coded at 5)""'"
"b_d12h  `""Activities - Last year - Number of learning activities (DERIVED BY CAPI)""'"
"b_q13  `""Activities - Last year - Activity specified""'"
"b_q14a  `""Activities - Last year - Job related""'"
"b_q14b  `""Activities - Last year - Reason for participating""'"
"b_q15a  `""Activities - Last year - Employed""'"
"b_q15b  `""Activities - Last year - During working hours""'"
"b_q15c  `""Activities - Last year - Useful for job""'"
"b_q16  `""Activities - Last year - Grant from employer""'"
"b_q17  `""Activities - Last year - Time spend - Unit""'"
"b_q18a  `""Activities - Last year - Time spend for activities - Weeks""'"
"b_q19a  `""Activities - Last year - Time spend for activities - Days""'"
"b_q20a  `""Activities - Last year - Time spend for activities - Hours""'"
"b_q20b  `""Activities - Last year - Time spend for activities - Proportion of job-related h""'"
"b_q26a  `""Activities - Last year - Wanted but didn`'t start""'"
"b_q26a_t  `""Training or education for career or job wanted but not taken in last 12 months (""'"
"b_q26b  `""Activities - Last year - Wanted but didn`'t start - Reason""'"
"c_q01a  `""Current status/work history - Last week - Paid work""'"
"c_q01b  `""Current status/work history - Last week - Away from job but will return""'"
"c_q01c  `""Current status/work history - Last week - Unpaid work for own business""'"
"c_q02a  `""Current status/work history - Last month - Looking for paid work""'"
"c_q02b  `""Current status/work history - Last month - Waiting to start job""'"
"c_q02c  `""Current status/work history - Last month - Waiting to start job - Next 3 months""'"
"c_q03_01  `""Current status/work history - Last month - Reason not looking for work - Waiting""'"
"c_q03_02  `""Current status/work history - Last month - Reason not looking for work - Being a""'"
"c_q03_03  `""Current status/work history - Last month - Reason not looking for work - Looking""'"
"c_q03_04  `""Current status/work history - Last month - Reason not looking for work - Temp si""'"
"c_q03_05  `""Current status/work history - Last month - Reason not looking for work - Long-te""'"
"c_q03_06  `""Current status/work history - Last month - Reason not looking for work - Nothing""'"
"c_q03_07  `""Current status/work history - Last month - Reason not looking for work - Did not""'"
"c_q03_08  `""Current status/work history - Last month - Reason not looking for work - No need""'"
"c_q03_09  `""Current status/work history - Last month - Reason not looking for work - Retired""'"
"c_q03_10  `""Current status/work history - Last month - Reason not looking for work - Other""'"
"c_s03  `""Current status/work history - Last month - Months looking for paid work""'"
"c_q04a  `""Current status/work history - Last month - Ways of looking for work - Contact pu""'"
"c_q04b  `""Current status/work history - Last month - Ways of looking for work - Contact pr""'"
"c_q04c  `""Current status/work history - Last month - Ways of looking for work - Apply to e""'"
"c_q04d  `""Current status/work history - Last month - Ways of looking for work - Ask family""'"
"c_q04e  `""Current status/work history - Last month - Ways of looking for work - Place/answ""'"
"c_q04f  `""Current status/work history - Last month - Ways of looking for work - Study adve""'"
"c_q04g  `""Current status/work history - Last month - Ways of looking for work - Recruitmen""'"
"c_q04h  `""Current status/work history - Last month - Ways of looking for work - Premises""'"
"c_q04i  `""Current status/work history - Last month - Ways of looking for work - Licenses/f""'"
"c_q04j  `""Current status/work history - Last month - Ways of looking for work - Other""'"
"c_s04j  `""Current status/work history - Last month - Ways of looking for work - Other spec""'"
"c_s040  `""Current status/work history - Last month - Ways of looking for work - Other spec""'"
"c_d04  `""Current status/work history - Last month - Active steps to find job (DERIVED BY ""'"
"c_q05  `""Current status/work history - Ability to start job within 2 weeks""'"
"c_d05  `""Current status/work history - Employment status (DERIVED BY CAPI)""'"
"c_q06  `""Current status/work history - Last week - Number of jobs""'"
"c_d06  `""Current status/work history - Current - Paid job or family business (DERIVED BY ""'"
"c_q07  `""Current status/work history - Subjective status""'"
"c_q07_t  `""Current work situation (Trend-IALS/ALL)""'"
"c_q08a  `""Current status/work history - Ever paid work""'"
"c_q08b  `""Current status/work history - Last year - Paid work""'"
"c_q08c1  `""Current status/work history - Age when stopped working in last job""'"
"c_q08c1_c  `""Current status/work history - Age when stopped working in last job (categorised,""'"
"c_q08c2  `""Current status/work history - Year when stopped working in last job""'"
"c_d08c  `""Current status/work history - Left work in past 5 years (DERIVED BY CAPI)""'"
"c_q09  `""Current status/work history - Years of paid work during lifetime""'"
"c_q09_c  `""Current status/work history - Years of paid work during lifetime (top-coded at 4""'"
"c_d09  `""Current status/work history - Work experience (DERIVED BY CAPI)""'"
"c_d09_t  `""Worked at job or business in last 12 months (any number of hours) (Trend-IALS/AL""'"
"c_q10a  `""Current status/work history - Last 5 years - How many different firms or organis""'"
"c_q10a_c  `""Current status/work history - Last 5 years - How many different firms or organis""'"
"d_q01a  `""Current work - Job title""'"
"d_q012  `""Current work - Job title""'"
"d_q013  `""Current work - Job title""'"
"d_q01b  `""Current work - Responsibilities""'"
"d_q010  `""Current work - Responsibilities""'"
"d_q011  `""Current work - Responsibilities""'"
"d_q02a  `""Current work - Kind of business, industry or service""'"
"d_q022  `""Current work - Kind of business, industry or service""'"
"d_q023  `""Current work - Kind of business, industry or service""'"
"d_q02b  `""Current work - Main product of firm or organisation""'"
"d_q020  `""Current work - Main product of firm or organisation""'"
"d_q021  `""Current work - Main product of firm or organisation""'"
"d_q03  `""Current work - Economic sector""'"
"d_q04  `""Current work - Employee or self-employed""'"
"d_q04_t  `""Status at this job or business - six levels (Trend-IALS/ALL)""'"
"d_q04_t1  `""Status at this job or business - four levels (Trend-IALS/ALL)""'"
"d_q05a1  `""Current work - Start of work for employer - Age""'"
"d_q05a1_c  `""Current work - Start of work for employer - Age (categorised, 9 categories)""'"
"d_q05a2  `""Current work - Start of work for employer - Year""'"
"d_q05a3  `""Current work - Start of work for employer - Month""'"
"d_q05b1  `""Current work - Start of work for business - Age""'"
"d_q05b1_c  `""Current work - Start of work for business - Age (categorised, 9 categories)""'"
"d_q05b2  `""Current work - Start of work for business - Year""'"
"d_q05b3  `""Current work - Start of work for business - Month""'"
"d_q06a  `""Current work - Amount of people working for employer""'"
"d_q06b  `""Current work - Amount of people working for employer increased""'"
"d_q06c  `""Current work - Part of a larger organisation""'"
"d_q07a  `""Current work - Employees working for you""'"
"d_q07b  `""Current work - Employees working for you - Count""'"
"d_q07b_c  `""Current work - Employees working for you - Count (collapsed, 2 categories)""'"
"d_q08a  `""Current work - Managing other employees""'"
"d_q08b  `""Current work - Managing other employees - Count""'"
"d_q09  `""Current work - Type of contract""'"
"d_s09  `""Current work - Other type of contract specified""'"
"d_s090  `""Current work - Other type of contract specified""'"
"d_s091  `""Current work - Other type of contract specified""'"
"d_q10  `""Current work - Hours/week""'"
"d_q10_c  `""Current work - Hours/week (top-coded at 60)""'"
"d_q10_t  `""Hours per week at this job or business - number of hours (top coded at 97, Trend""'"
"d_q10_t1  `""Hours per week at this job or business - range of hours (Trend-IALS/ALL)""'"
"d_q11a  `""Current work - Work flexibility - Sequence of tasks""'"
"d_q11b  `""Current work - Work flexibility - How to do the work""'"
"d_q11c  `""Current work - Work flexibility - Speed of work""'"
"d_q11d  `""Current work - Work flexibility - Working hours""'"
"d_q12a  `""Current work - Requirements - Education level""'"
"d_q12b  `""Current work - Requirements - To do the job satisfactorily""'"
"d_q12c  `""Current work - Requirements - Related work experience""'"
"d_q13a  `""Current work - Learning - Learning from co-workers/supervisors""'"
"d_q13b  `""Current work - Learning - Learning-by-doing""'"
"d_q13c  `""Current work - Learning - Keeping up to date""'"
"d_q14  `""Current work - Job satisfaction""'"
"d_q16a  `""Current work - Earnings - Salary interval""'"
"d_s16a  `""Current work - Earnings - Hours per piece""'"
"d_d16a  `""Current work - Earnings - Salary interval per hour (DERIVED BY CAPI)""'"
"d_q16b  `""Current work - Earnings - Gross pay""'"
"d_q16b_t  `""Wage or salary [weekly/hourly] before taxes and deductions (Trend-IALS/ALL)""'"
"d_q16c  `""Current work - Earnings - Gross pay in broad categories""'"
"d_q16d1  `""Current work - Earnings - Broad categories - Gross pay per hour""'"
"d_q16d2  `""Current work - Earnings - Broad categories - Gross pay per day""'"
"d_q16d3  `""Current work - Earnings - Broad categories - Gross pay per week""'"
"d_q16d4  `""Current work - Earnings - Broad categories - Gross pay per 2 weeks""'"
"d_q16d5  `""Current work - Earnings - Broad categories - Gross pay per month""'"
"d_q16d6  `""Current work - Earnings - Broad categories - Gross pay per year""'"
"d_q17a  `""Current work - Earnings - Additional payments""'"
"d_q17b  `""Current work - Earnings - Additional payments amount last year""'"
"d_q17c  `""Current work - Earnings - Additional payments in broad categories""'"
"d_q17d  `""Current work - Earnings - Additional payments - Broad - Last year""'"
"d_q18a  `""Current work - Earnings - Total earnings last year""'"
"d_q18b  `""Current work - Earnings - Total earnings broad categories""'"
"d_q18c1  `""Current work - Earnings - Broad categories - Total earnings last month""'"
"d_q18c2  `""Current work - Earnings - Broad categories - Total earnings last year""'"
"e_q01a  `""Last job - Job title""'"
"e_q012  `""Last job - Job title""'"
"e_q013  `""Last job - Job title""'"
"e_q01b  `""Last job - Responsibilities""'"
"e_q010  `""Last job - Responsibilities""'"
"e_q011  `""Last job - Responsibilities""'"
"e_q02a  `""Last job - Kind of business, industry or service""'"
"e_q022  `""Last job - Kind of business, industry or service""'"
"e_q023  `""Last job - Kind of business, industry or service""'"
"e_q02b  `""Last job - Main product of firm or organisation""'"
"e_q020  `""Last job - Main product of firm or organisation""'"
"e_q021  `""Last job - Main product of firm or organisation""'"
"e_q03  `""Last job - Economic sector""'"
"e_q04  `""Last job - Employee or self-employed""'"
"e_q05a1  `""Last job - Start of work for employer - Age""'"
"e_q05a1_c  `""Last job - Start of work for employer - Age (categorised, 9 categories)""'"
"e_q05a2  `""Last job - Start of work for employer - Year""'"
"e_q05b1  `""Last job - Start of work for business - Age""'"
"e_q05b1_c  `""Last job - Start of work for business - Age (categorised, 9 categories)""'"
"e_q05b2  `""Last job - Start of work for business - Year""'"
"e_q06  `""Last job - Amount of people working for employer""'"
"e_q07a  `""Last job - Employees working for you""'"
"e_q07b  `""Last job - Employees working for you - Count""'"
"e_q08  `""Last job - Type of contract""'"
"e_s08  `""Last job - Other type of contract specified""'"
"e_s080  `""Last job - Other type of contract specified""'"
"e_s081  `""Last job - Other type of contract specified""'"
"e_q09  `""Last job - Hours/week""'"
"e_q09_c  `""Last work - Hours/week (top-coded at 60)""'"
"e_q10  `""Last job - Reason for end of job""'"
"f_q01b  `""Skill use work - Time cooperating with co-workers""'"
"f_q02a  `""Skill use work - How often - Sharing work-related info""'"
"f_q02b  `""Skill use work - How often - Teaching people""'"
"f_q02c  `""Skill use work - How often - Presentations""'"
"f_q02d  `""Skill use work - How often - Selling""'"
"f_q02e  `""Skill use work - How often - Advising people""'"
"f_q03a  `""Skill use work - How often - Planning own activities""'"
"f_q03b  `""Skill use work - How often - Planning others activities""'"
"f_q03c  `""Skill use work - How often - Organising own time""'"
"f_q04a  `""Skill use work - How often - Influencing people""'"
"f_q04b  `""Skill use work - How often - Negotiating with people""'"
"f_q05a  `""Skill use work - Problem solving - Simple problems""'"
"f_q05b  `""Skill use work - Problem solving - Complex problems""'"
"f_q06b  `""Skill use work - How often - Working physically for long""'"
"f_q06c  `""Skill use work - How often - Using hands or fingers""'"
"f_q07a  `""Skill use work - Not challenged enough""'"
"f_q07b  `""Skill use work - Need more training""'"
"g_q01a  `""Skill use work - Literacy - Read directions or instructions""'"
"g_q01a_t  `""As part of job, read or use directions or instructions (Trend-IALS/ALL)""'"
"g_q01a_t1  `""As part of job, read or use directions or instructions - levels collapsed (Trend""'"
"g_q01b  `""Skill use work - Literacy - Read letters memos or mails""'"
"g_q01b_t  `""As part of job, read or use letters, memos, e-mails (Trend-IALS/ALL)""'"
"g_q01b_t1  `""As part of job, read or use letters, memos, e-mails - levels collapsed (Trend-IA""'"
"g_q01c  `""Skill use work - Literacy - Read newspapers or magazines""'"
"g_q01c_t  `""As part of job, read or use reports, articles, magazines, journals (Trend-IALS/A""'"
"g_q01c_t1  `""As part of job, read or use reports, articles, magazines, journals - levels coll""'"
"g_q01d  `""Skill use work - Literacy - Read professional journals or publications""'"
"g_q01e  `""Skill use work - Literacy - Read books""'"
"g_q01f  `""Skill use work - Literacy - Read manuals or reference materials""'"
"g_q01f_t  `""As part of job, read or use manuals, reference books, catalogues (Trend-IALS/ALL""'"
"g_q01f_t1  `""As part of job, read or use manuals, reference books, catalogues - levels collap""'"
"g_q01g  `""Skill use work - Literacy - Read financial statements""'"
"g_q01g_t  `""As part of job, read or use bills, invoices, spreadsheets, budget tables (Trend-""'"
"g_q01g_t1  `""As part of job, read or use bills, invoices, spreadsheets, budget tables - level""'"
"g_q01h  `""Skill use work - Literacy - Read diagrams maps or schematics""'"
"g_q01h_t  `""As part of job, read or use diagrams or schematics (Trend-IALS/ALL)""'"
"g_q01h_t1  `""As part of job, read or use diagrams or schematics - levels collapsed (Trend-IAL""'"
"g_q02a  `""Skill use work - Literacy - Write letters memos or mails""'"
"g_q02b  `""Skill use work - Literacy - Write articles""'"
"g_q02c  `""Skill use work - Literacy - Write reports""'"
"g_q02d  `""Skill use work - Literacy - Fill in forms""'"
"g_q03b  `""Skill use work - Numeracy - How often - Calculating costs or budgets""'"
"g_q03c  `""Skill use work - Numeracy - How often - Use or calculate fractions or percentage""'"
"g_q03d  `""Skill use work - Numeracy - How often - Use a calculator""'"
"g_q03f  `""Skill use work - Numeracy - How often - Prepare charts graphs or tables""'"
"g_q03g  `""Skill use work - Numeracy - How often - Use simple algebra or formulas""'"
"g_q03h  `""Skill use work - Numeracy - How often - Use advanced math or statistics""'"
"g_q04  `""Skill use work - ICT - Experience with computer in job""'"
"g_q04_t  `""Ever used computer (Trend-IALS/ALL)""'"
"g_q05a  `""Skill use work - ICT - Internet - How often - For mail""'"
"g_q05c  `""Skill use work - ICT - Internet - How often - Work related info""'"
"g_q05d  `""Skill use work - ICT - Internet - How often - Conduct transactions""'"
"g_q05e  `""Skill use work - ICT - Computer - How often - Spreadsheets""'"
"g_q05f  `""Skill use work - ICT - Computer - How often - Word""'"
"g_q05g  `""Skill use work - ICT - Computer - How often - Programming language""'"
"g_q05h  `""Skill use work - ICT - Computer - How often - Real-time discussions""'"
"g_q06  `""Skill use work - ICT - Computer - Level of computer use""'"
"g_q07  `""Skill use work - ICT - Computer - Got the skills needed""'"
"g_q08  `""Skill use work - ICT - Computer - Lack of skills affect career""'"
"h_q01a  `""Skill use everyday life - Literacy - Read directions or instructions""'"
"h_q01b  `""Skill use everyday life - Literacy - Read letters memos or mails""'"
"h_q01b_t  `""In daily life, read or use letters, notes, e-mails (Trend-IALS/ALL)""'"
"h_q01c  `""Skill use everyday life - Literacy - Read newspapers or magazines""'"
"h_q01c_t  `""In daily life, read or use newspapers, magazines, articles (Trend-IALS/ALL)""'"
"h_q01d  `""Skill use everyday life - Literacy - Read professional journals or publications""'"
"h_q01e  `""Skill use everyday life - Literacy - Read books""'"
"h_q01e_t  `""In daily life, read or use books (fiction or nonfiction; not for job or school) ""'"
"h_q01f  `""Skill use everyday life - Literacy - Read manuals or reference materials""'"
"h_q01g  `""Skill use everyday life - Literacy - Read financial statements""'"
"h_q01h  `""Skill use everyday life - Literacy - Read diagrams maps or schematics""'"
"h_q02a  `""Skill use everyday life - Literacy - Write letters memos or mails""'"
"h_q02b  `""Skill use everyday life - Literacy - Write articles""'"
"h_q02c  `""Skill use everyday life - Literacy - Write reports""'"
"h_q02d  `""Skill use everyday life - Literacy - Fill in forms""'"
"h_q03b  `""Skill use everyday life - Numeracy - How often - Calculating costs or budgets""'"
"h_q03c  `""Skill use everyday life - Numeracy - How often - Use or calculate fractions or p""'"
"h_q03d  `""Skill use everyday life - Numeracy - How often - Use a calculator""'"
"h_q03f  `""Skill use everyday life - Numeracy - How often - Prepare charts graphs or tables""'"
"h_q03g  `""Skill use everyday life - Numeracy - How often - Use simple algebra or formulas""'"
"h_q03h  `""Skill use everyday life - Numeracy - How often - Use advanced math or statistics""'"
"h_q04a  `""Skill use everyday life - ICT - Ever used computer""'"
"h_q04b  `""Skill use everyday life - ICT - Experience with computer everyday life""'"
"h_q05a  `""Skill use everyday life - ICT - Internet - How often - For mail""'"
"h_q05c  `""Skill use everyday life - ICT - Internet - How often - In order to better unders""'"
"h_q05d  `""Skill use everyday life - ICT - Internet - How often - Conduct transactions""'"
"h_q05e  `""Skill use everyday life - ICT - Computer - How often - Spreadsheets""'"
"h_q05f  `""Skill use everyday life - ICT - Computer - How often - Word""'"
"h_q05g  `""Skill use everyday life - ICT - Computer - How often - Programming language""'"
"h_q05h  `""Skill use everyday life - ICT - Computer - How often - Real-time discussions""'"
"i_q04b  `""About yourself - Learning strategies - Relate new ideas into real life""'"
"i_q04d  `""About yourself - Learning strategies - Like learning new things""'"
"i_q04h  `""About yourself - Learning strategies - Attribute something new""'"
"i_q04j  `""About yourself - Learning strategies - Get to the bottom of difficult things""'"
"i_q04l  `""About yourself - Learning strategies - Figure out how different ideas fit togeth""'"
"i_q04m  `""About yourself - Learning strategies - Looking for additional info""'"
"i_q05f  `""About yourself - Cultural engagement - Voluntary work for non-profit organisatio""'"
"i_q06a  `""About yourself - Political efficacy - No influence on the government""'"
"i_q07a  `""About yourself - Social trust - Trust only few people""'"
"i_q07b  `""About yourself - Social trust - Other people take advantage of you""'"
"i_q08  `""About yourself - Health - State""'"
"i_q08_t  `""General health (Trend-IALS/ALL)""'"
"j_q01  `""Background - People in household""'"
"j_q01_c  `""Background - People in household (top-coded at 6)""'"
"j_q01_t  `""Number living in household (Trend-IALS/ALL)""'"
"j_q01_t1  `""Number living in household (from 1 to 7) (Trend-IALS/ALL)""'"
"j_q02a  `""Background - Living with spouse or partner""'"
"j_q02c  `""Background - Work situation of spouse or partner""'"
"j_q03a  `""Background - Children""'"
"j_q03b  `""Background - Number of children""'"
"j_q03b_c  `""Background - Number of children (top-coded at 4)""'"
"j_q03c  `""Background - Age of the child""'"
"j_q03c_c  `""Background - Age of the child (categorised, 4 categories)""'"
"j_q03d1  `""Background - Age of the youngest child""'"
"j_q03d1_c  `""Background - Age of the youngest child (categorised, 4 categories)""'"
"j_q03d2  `""Background - Age of the oldest child""'"
"j_q03d2_c  `""Background - Age of the oldest child (categorised, 4 categories)""'"
"j_q04a  `""Background - Born in country""'"
"j_q04a_t  `""Born in country (Trend-IALS/ALL)""'"
"j_s04b  `""Background - Country of birth (other)""'"
"j_s042  `""Background - Country of birth (other)""'"
"j_s043  `""Background - Country of birth (other)""'"
"j_q04c1  `""Background - Age of immigration""'"
"j_q04c1_c  `""Background - Age of immigration (categorised, 9 categories)""'"
"j_q04c2  `""Background - Year of immigration""'"
"j_q04c2_t  `""Year of immigration to country (Trend-IALS/ALL)""'"
"j_q04c2_t1  `""Year of immigration to country - range of years (Trend-IALS/ALL)""'"
"j_s05a1  `""Background - First learned language (other)""'"
"j_s054  `""Background - First learned language (other)""'"
"j_s055  `""Background - First learned language (other)""'"
"j_n05a2  `""Background - More than one language mentioned""'"
"j_s05a2  `""Background - Second learned language (other)""'"
"j_s052  `""Background - Second learned language (other)""'"
"j_s053  `""Background - Second learned language (other)""'"
"j_s05b  `""Background - Language spoken at home (other)""'"
"j_s050  `""Background - Language spoken at home (other)""'"
"j_s051  `""Background - Language spoken at home (other)""'"
"j_q06a  `""Background - Mother/female guardian - Whether born in country""'"
"j_q06a_t  `""Mother or female guardian born in country (Trend-IALS/ALL)""'"
"j_q06b  `""Background - Mother/female guardian - Highest level of education""'"
"j_q06b_t  `""Highest level of education - mother or female guardian (Trend-IALS/ALL)""'"
"j_q07a  `""Background - Father/male guardian - Whether born in #counrtyname""'"
"j_q07a_t  `""Father or male guardian born in country (Trend-IALS/ALL)""'"
"j_q07b  `""Background - Father/male guardian - Highest level of education""'"
"j_q07b_t  `""Highest level of education - father or male guardian (Trend-IALS/ALL)""'"
"j_q08  `""Background - Number of books at home""'"
"computerexperience  `""Respondent experience with computer (DERIVED BY CAPI)""'"
"nativespeaker  `""Respondent is a native speaker (DERIVED BY CAPI)""'"
"edlevel3  `""Educational level of the respondent (DERIVED BY CAPI)""'"
"disp_bq  `""Final disposition code for BQ/JRA""'"
"disp_bq_in  `""Final disposition code for BQ/JRA - write-in reason for ineligibility""'"
"disp_6  `""Final disposition code for BQ/JRA - write-in reason for ineligibility""'"
"disp_7  `""Final disposition code for BQ/JRA - write-in reason for ineligibility""'"
"cilang  `""Language for exercise""'"
"cba_core_stage1_score  `""CBA Core score for stage 1""'"
"cba_core_stage2_score  `""CBA Core score for stage 2""'"
"corestage1_pass  `""Core Stage 1 pass status""'"
"corestage2_pass  `""Core Stage 2 pass status""'"
"random_cba_module1  `""Random number for selection of domain (L/N/P) in CBA Module 1""'"
"random_cba_module2  `""Random number for selection of domain (L/N/P) in CBA Module 2""'"
"random_cba_module1_stage1  `""Random number for selection of domain (L/N) in stage1 of CBA Module 1""'"
"random_cba_module1_stage2  `""Random number for selection of domain (L/N) in stage2 of CBA Module 1""'"
"random_cba_module2_stage1  `""Random number for selection of domain (L/N) in stage1 of CBA Module 2""'"
"random_cba_module2_stage2  `""Random number for selection of domain (L/N) in stage2 of CBA Module 2""'"
"disp_core  `""Final disposition code for CBA Core Stage 1 and 2""'"
"cba_start  `""Computer-based exercise agreement""'"
"disp_cba  `""Final disposition code for main task instrument, computer""'"
"disp_cba_in  `""Final disposition code for main task instrument, computer - write-in reason for ""'"
"disp_4  `""Final disposition code for main task instrument, computer - write-in reason for ""'"
"disp_5  `""Final disposition code for main task instrument, computer - write-in reason for ""'"
"bookid_ppc  `""Booklet ID / serial number (with check digit) - Main paper exercise core booklet""'"
"ppc_u600  `""PNC / 600 - Election results (Interviewer Scoring)""'"
"ppc_u301  `""PLC / 301 - SGIH (Interviewer Scoring)""'"
"ppc_u330a  `""PLC / 330 - Guadeloupe (Interviewer Scoring)""'"
"ppc_u302  `""PLC / 302 - Election Results (Interviewer Scoring)""'"
"ppc_u300  `""PLC / 300 - Employment Advertisement (Interviewer Scoring)""'"
"ppc_u601  `""PNC / 601 - Bottles (Interviewer Scoring)""'"
"ppc_u614  `""PNC / 614 - Watch (Interviewer Scoring)""'"
"ppc_u645  `""PNC / 645 - Airport Timetable (Interviewer Scoring)""'"
"ppc_score  `""Final score for the paper core assessment""'"
"random_pp  `""Random number for selection of Paper Booklets""'"
"bookid_pp1  `""Booklet ID / serial number (with check digit) - Main paper exercise literacy - W""'"
"bookid_pp2  `""Booklet ID / serial number (with check digit) - Main paper exercise numeracy - W""'"
"disp_pp  `""Final disposition code for main task instrument, paper literacy/numeracy""'"
"disp_pp_in  `""Final disposition code for main task instrument, paper literacy/numeracy - write""'"
"disp_2  `""Final disposition code for main task instrument, paper literacy/numeracy - write""'"
"disp_3  `""Final disposition code for main task instrument, paper literacy/numeracy - write""'"
"bookid_prc  `""Booklet ID / serial number (with check digit) - Reading components - Workflow""'"
"prc_pv_q1  `""Sentence Timer for Print Vocabulary items""'"
